ZIP,Household Count,City/Town,County,Population,,,,,,,
93631,"16,588",Kingsburg,Tulare County,"16,588",,,,,,,
92010,"16,566",Carlsbad,San Diego County,"16,566",,,,,,,
95963,"16,485",Orland,Glenn County,"16,485",,,,,,,
93013,"16,459",Carpinteria,Santa Barbara County,"16,459",,,,,,,
93110,"16,403",Santa Barbara,Santa Barbara County,"16,403",,,,,,,
90232,"16,352",Culver City,Los Angeles County,"16,352",,,,,,,
90701,"16,237",Artesia,Los Angeles County,"16,237",,,,,,,
95203,"16,237",Stockton,San Joaquin County,"16,237",,,,,,,
91436,"16,190",Encino,Los Angeles County,"16,190",,,,,,,
94542,"16,188",Hayward,Alameda County,"16,188",,,,,,,
94960,"16,028",San Anselmo,Marin County,"16,028",,,,,,,
93241,"15,978",Lamont,Kern County,"15,978",,,,,,,
94556,"15,959",Moraga,Contra Costa County,"15,959",,,,,,,
92274,"15,917",Thermal,Riverside County,"15,917",,,,,,,
91708,"15,908",Chino,San Bernardino County,"15,908",,,,,,,
96021,"15,746",Corning,Tehama County,"15,746",,,,,,,
93402,"15,572",Los Osos,San Luis Obispo County,"15,572",,,,,,,
92845,"15,530",Garden Grove,Orange County,"15,530",,,,,,,
94505,"15,445",Discovery Bay,Contra Costa County,"15,445",,,,,,,
90623,"15,419",La Palma,Orange County,"15,419",,,,,,,
91208,"15,377",Glendale,Los Angeles County,"15,377",,,,,,,
93648,"15,370",Parlier,Fresno County,"15,370",,,,,,,
94019,"15,275",Half Moon Bay,San Mateo County,"15,275",,,,,,,
95304,"15,235",Tracy,San Joaquin County,"15,235",,,,,,,
95066,"15,233",Scotts Valley,Santa Cruz County,"15,233",,,,,,,
94041,"15,222",Mountain View,Santa Clara County,"15,222",,,,,,,
93250,"15,126",McFarland,Kern County,"15,126",,,,,,,
93950,"15,098",Pacific Grove,Monterey County,"15,098",,,,,,,
93505,"14,952",California City,Kern County,"14,952",,,,,,,
94552,"14,948",Castro Valley,Alameda County,"14,948",,,,,,,
95742,"14,883",Rancho Cordova,Sacramento County,"14,883",,,,,,,
92866,"14,873",Orange,Orange County,"14,873",,,,,,,
95437,"14,865",Fort Bragg,Mendocino County,"14,865",,,,,,,
95368,"14,849",Salida,Stanislaus County,"14,849",,,,,,,
94805,"14,790",Richmond,Contra Costa County,"14,790",,,,,,,
96022,"14,751",Cottonwood,Tehama County,"14,751",,,,,,,
93514,"14,692",Bishop,Mono County,"14,692",,,,,,,
90305,"14,679",Inglewood,Los Angeles County,"14,679",,,,,,,
95252,"14,622",Valley Springs,Calaveras County,"14,622",,,,,,,
90013,"14,587",Los Angeles,Los Angeles County,"14,587",,,,,,,
95817,"14,513",Sacramento,Sacramento County,"14,513",,,,,,,
94705,"14,508",Berkeley,Alameda County,"14,508",,,,,,,
94507,"14,503",Alamo,Contra Costa County,"14,503",,,,,,,
93221,"14,423",Exeter,Tulare County,"14,423",,,,,,,
95540,"14,415",Fortuna,Humboldt County,"14,415",,,,,,,
95357,"14,403",Modesto,Stanislaus County,"14,403",,,,,,,
95490,"14,360",Willits,Mendocino County,"14,360",,,,,,,
95605,"14,291",West Sacramento,Yolo County,"14,291",,,,,,,
94502,"14,225",Alameda,Alameda County,"14,225",,,,,,,
93640,"14,162",Mendota,Fresno County,"14,162",,,,,,,
95650,"14,098",Loomis,Placer County,"14,098",,,,,,,
90716,"13,941",Hawaiian Gardens,Los Angeles County,"13,941",,,,,,,
95360,"13,781",Newman,Stanislaus County,"13,781",,,,,,,
94105,"13,722",San Francisco,San Francisco County,"13,722",,,,,,,
93301,"13,672",Bakersfield,Kern County,"13,672",,,,,,,
91377,"13,627",Oak Park,Ventura County,"13,627",,,,,,,
95388,"13,518",Winton,Merced County,"13,518",,,,,,,
93636,"13,447",Madera,Madera County,"13,447",,,,,,,
93204,"13,423",Avenal,Kings County,"13,423",,,,,,,
95130,"13,376",San Jose,Santa Clara County,"13,376",,,,,,,
95030,"13,373",Los Gatos,Santa Clara County,"13,373",,,,,,,
95315,"13,317",Delhi,Merced County,"13,317",,,,,,,
93723,"13,174",Fresno,Fresno County,"13,174",,,,,,,
94904,"13,132",Greenbrae,Marin County,"13,132",,,,,,,
95832,"13,116",Sacramento,Sacramento County,"13,116",,,,,,,
92610,"13,107",Foothill Ranch,Orange County,"13,107",,,,,,,
92313,"13,104",Grand Terrace,San Bernardino County,"13,104",,,,,,,
90293,"13,039",Playa Del Rey,Los Angeles County,"13,039",,,,,,,
93908,"12,983",Salinas,Monterey County,"12,983",,,,,,,
95451,"12,957",Kelseyville,Lake County,"12,957",,,,,,,
94920,"12,906",Belvedere Tiburon,Marin County,"12,906",,,,,,,
93433,"12,755",Grover Beach,San Luis Obispo County,"12,755",,,,,,,
93543,"12,745",Littlerock,Los Angeles County,"12,745",,,,,,,
91105,"12,692",Pasadena,Los Angeles County,"12,692",,,,,,,
93923,"12,630",Carmel,Monterey County,"12,630",,,,,,,
94707,"12,596",Berkeley,Alameda County,"12,596",,,,,,,
91108,"12,559",San Marino,Los Angeles County,"12,559",,,,,,,
92625,"12,546",Corona Del Mar,Orange County,"12,546",,,,,,,
92014,"12,532",Del Mar,San Diego County,"12,532",,,,,,,
95640,"12,518",Ione,Amador County,"12,518",,,,,,,
92408,"12,478",San Bernardino,San Bernardino County,"12,478",,,,,,,
93730,"12,461",Fresno,Fresno County,"12,461",,,,,,,
95320,"12,385",Escalon,San Joaquin County,"12,385",,,,,,,
94517,"12,349",Clayton,Contra Costa County,"12,349",,,,,,,
91502,"12,312",Burbank,Los Angeles County,"12,312",,,,,,,
95814,"12,248",Sacramento,Sacramento County,"12,248",,,,,,,
94709,"12,200",Berkeley,Alameda County,"12,200",,,,,,,
92075,"12,072",Solana Beach,San Diego County,"12,072",,,,,,,
94108,"12,070",San Francisco,San Francisco County,"12,070",,,,,,,
94965,"12,044",Sausalito,Marin County,"12,044",,,,,,,
92007,"11,939",Cardiff By The Sea,San Diego County,"11,939",,,,,,,
90094,"11,891",Playa Vista,Los Angeles County,"11,891",,,,,,,
90040,"11,839",Los Angeles,Los Angeles County,"11,839",,,,,,,
93647,"11,828",Orosi,Tulare County,"11,828",,,,,,,
90402,"11,816",Santa Monica,Los Angeles County,"11,816",,,,,,,
94708,"11,810",Berkeley,Contra Costa County,"11,810",,,,,,,
90755,"11,764",Signal Hill,Los Angeles County,"11,764",,,,,,,
93614,"11,760",Coarsegold,Madera County,"11,760",,,,,,,
93109,"11,626",Santa Barbara,Santa Barbara County,"11,626",,,,,,,
94065,"11,588",Redwood City,San Mateo County,"11,588",,,,,,,
95948,"11,456",Gridley,Butte County,"11,456",,,,,,,
90248,"11,453",Gardena,Los Angeles County,"11,453",,,,,,,
95073,"11,408",Soquel,Santa Cruz County,"11,408",,,,,,,
93442,"11,399",Morro Bay,San Luis Obispo County,"11,399",,,,,,,
95425,"11,331",Cloverdale,Sonoma County,"11,331",,,,,,,
95453,"11,254",Lakeport,Lake County,"11,254",,,,,,,
93108,"11,209",Santa Barbara,Santa Barbara County,"11,209",,,,,,,
95953,"11,201",Live Oak,Sutter County,"11,201",,,,,,,
91024,"11,151",Sierra Madre,Los Angeles County,"11,151",,,,,,,
91207,"11,091",Glendale,Los Angeles County,"11,091",,,,,,,
91978,"11,006",Spring Valley,San Diego County,"11,006",,,,,,,
90212,"10,881",Beverly Hills,Los Angeles County,"10,881",,,,,,,
92567,"10,721",Nuevo,Riverside County,"10,721",,,,,,,
95326,"10,672",Hughson,Stanislaus County,"10,672",,,,,,,
92314,"10,658",Big Bear City,San Bernardino County,"10,658",,,,,,,
92055,"10,618",Camp Pendleton,San Diego County,"10,618",,,,,,,
93701,"10,602",Fresno,Fresno County,"10,602",,,,,,,
95012,"10,528",Castroville,Monterey County,"10,528",,,,,,,
94571,"10,514",Rio Vista,Solano County,"10,514",,,,,,,
96019,"10,466",Shasta Lake,Shasta County,"10,466",,,,,,,
95119,"10,461",San Jose,Santa Clara County,"10,461",,,,,,,
93223,"10,424",Farmersville,Tulare County,"10,424",,,,,,,
93286,"10,418",Woodlake,Tulare County,"10,418",,,,,,,
95386,"10,387",Waterford,Stanislaus County,"10,387",,,,,,,
92320,"10,366",Calimesa,Riverside County,"10,366",,,,,,,
95713,"10,280",Colfax,Placer County,"10,280",,,,,,,
94158,"10,205",San Francisco,San Francisco County,"10,205",,,,,,,
95954,"10,163",Magalia,Butte County,"10,163",,,,,,,
93646,"10,157",Orange Cove,Tulare County,"10,157",,,,,,,
94925,"10,155",Corte Madera,Marin County,"10,155",,,,,,,
96097,"10,154",Yreka,Siskiyou County,"10,154",,,,,,,
95338,"10,102",Mariposa,Mariposa County,"10,102",,,,,,,
93219,"9,871",Earlimart,Tulare County,"9,871",,,,,,,
95033,"9,853",Los Gatos,Santa Cruz County,"9,853",,,,,,,
95064,"9,832",Santa Cruz,Santa Cruz County,"9,832",,,,,,,
93465,"9,829",Templeton,San Luis Obispo County,"9,829",,,,,,,
92359,"9,758",Mentone,San Bernardino County,"9,758",,,,,,,
92136,"9,630",San Diego,San Diego County,"9,630",,,,,,,
95694,"9,600",Winters,Yolo County,"9,600",,,,,,,
93622,"9,419",Firebaugh,Fresno County,"9,419",,,,,,,
95322,"9,392",Gustine,Merced County,"9,392",,,,,,,
93620,"9,363",Dos Palos,Merced County,"9,363",,,,,,,
92254,"9,362",Mecca,Riverside County,"9,362",,,,,,,
91935,"9,320",Jamul,San Diego County,"9,320",,,,,,,
94572,"9,309",Rodeo,Contra Costa County,"9,309",,,,,,,
90014,"9,273",Los Angeles,Los Angeles County,"9,273",,,,,,,
95010,"9,243",Capitola,Santa Cruz County,"9,243",,,,,,,
90211,"9,208",Beverly Hills,Los Angeles County,"9,208",,,,,,,
92067,"9,186",Rancho Santa Fe,San Diego County,"9,186",,,,,,,
92657,"9,169",Newport Coast,Orange County,"9,169",,,,,,,
95946,"9,049",Penn Valley,Nevada County,"9,049",,,,,,,
92310,"8,967",Fort Irwin,San Bernardino County,"8,967",,,,,,,
94931,"8,945",Cotati,Sonoma County,"8,945",,,,,,,
93926,"8,941",Gonzales,Monterey County,"8,941",,,,,,,
95006,"8,802",Boulder Creek,Santa Cruz County,"8,802",,,,,,,
95327,"8,788",Jamestown,Tuolumne County,"8,788",,,,,,,
95324,"8,763",Hilmar,Merced County,"8,763",,,,,,,
94930,"8,748",Fairfax,Marin County,"8,748",,,,,,,
95988,"8,748",Willows,Glenn County,"8,748",,,,,,,
93546,"8,689",Mammoth Lakes,Mono County,"8,689",,,,,,,
94710,"8,471",Berkeley,Alameda County,"8,471",,,,,,,
95811,"8,456",Sacramento,Sacramento County,"8,456",,,,,,,
92325,"8,449",Crestline,San Bernardino County,"8,449",,,,,,,
93625,"8,396",Fowler,Fresno County,"8,396",,,,,,,
93434,"8,272",Guadalupe,Santa Barbara County,"8,272",,,,,,,
95220,"8,244",Acampo,San Joaquin County,"8,244",,,,,,,
92276,"8,242",Thousand Palms,Riverside County,"8,242",,,,,,,
92241,"8,232",Desert Hot Springs,Riverside County,"8,232",,,,,,,
90056,"8,225",Los Angeles,Los Angeles County,"8,225",,,,,,,
95065,"8,125",Santa Cruz,Santa Cruz County,"8,125",,,,,,,
93463,"8,059",Solvang,Santa Barbara County,"8,059",,,,,,,
93449,"8,050",Pismo Beach,San Luis Obispo County,"8,050",,,,,,,
92655,"8,040",Midway City,Orange County,"8,040",,,,,,,
92250,"8,033",Holtville,Imperial County,"8,033",,,,,,,
93721,"8,004",Fresno,Fresno County,"8,004",,,,,,,
95726,"7,974",Pollock Pines,El Dorado County,"7,974",,,,,,,
92252,"7,911",Joshua Tree,San Bernardino County,"7,911",,,,,,,
92249,"7,910",Heber,Imperial County,"7,910",,,,,,,
90077,"7,868",Los Angeles,Los Angeles County,"7,868",,,,,,,
94574,"7,827",Saint Helena,Napa County,"7,827",,,,,,,
95932,"7,789",Colusa,Colusa County,"7,789",,,,,,,
95693,"7,624",Wilton,Sacramento County,"7,624",,,,,,,
95969,"7,564",Paradise,Butte County,"7,564",,,,,,,
95005,"7,552",Ben Lomond,Santa Cruz County,"7,552",,,,,,,
91020,"7,509",Montrose,Los Angeles County,"7,509",,,,,,,
94939,"7,488",Larkspur,Marin County,"7,488",,,,,,,
90401,"7,480",Santa Monica,Los Angeles County,"7,480",,,,,,,
93510,"7,397",Acton,Los Angeles County,"7,397",,,,,,,
93591,"7,340",Palmdale,Los Angeles County,"7,340",,,,,,,
96067,"7,321",Mount Shasta,Siskiyou County,"7,321",,,,,,,
95139,"7,232",San Jose,Santa Clara County,"7,232",,,,,,,
93644,"7,169",Oakhurst,Madera County,"7,169",,,,,,,
95316,"7,154",Denair,Stanislaus County,"7,154",,,,,,,
95642,"7,152",Jackson,Amador County,"7,152",,,,,,,
94027,"7,142",Atherton,San Mateo County,"7,142",,,,,,,
92548,"7,110",Homeland,Riverside County,"7,110",,,,,,,
92356,"7,048",Lucerne Valley,San Bernardino County,"7,048",,,,,,,
94515,"7,024",Calistoga,Sonoma County,"7,024",,,,,,,
96094,"6,985",Weed,Siskiyou County,"6,985",,,,,,,
93445,"6,912",Oceano,San Luis Obispo County,"6,912",,,,,,,
94028,"6,888",Portola Valley,San Mateo County,"6,888",,,,,,,
92624,"6,881",Capistrano Beach,Orange County,"6,881",,,,,,,
92233,"6,871",Calipatria,Imperial County,"6,871",,,,,,,
93737,"6,624",Fresno,Fresno County,"6,624",,,,,,,
93234,"6,571",Huron,Fresno County,"6,571",,,,,,,
93924,"6,563",Carmel Valley,Monterey County,"6,563",,,,,,,
93410,"6,523",San Luis Obispo,San Luis Obispo County,"6,523",,,,,,,
95987,"6,504",Williams,Colusa County,"6,504",,,,,,,
93022,"6,422",Oak View,Ventura County,"6,422",,,,,,,
95619,"6,414",Diamond Springs,El Dorado County,"6,414",,,,,,,
95683,"6,330",Sloughhouse,Sacramento County,"6,330",,,,,,,
92342,"6,317",Helendale,San Bernardino County,"6,317",,,,,,,
93460,"6,280",Santa Ynez,Santa Barbara County,"6,280",,,,,,,
93656,"6,249",Riverdale,Fresno County,"6,249",,,,,,,
95631,"6,244",Foresthill,Placer County,"6,244",,,,,,,
92352,"6,147",Lake Arrowhead,San Bernardino County,"6,147",,,,,,,
95709,"6,103",Camino,El Dorado County,"6,103",,,,,,,
95470,"6,068",Redwood Valley,Mendocino County,"6,068",,,,,,,
93428,"6,056",Cambria,San Luis Obispo County,"6,056",,,,,,,
95018,"6,055",Felton,Santa Cruz County,"6,055",,,,,,,
95436,"6,008",Forestville,Sonoma County,"6,008",,,,,,,
95202,"6,000",Stockton,San Joaquin County,"6,000",,,,,,,
93427,"5,980",Buellton,Santa Barbara County,"5,980",,,,,,,
95658,"5,974",Newcastle,Placer County,"5,974",,,,,,,
95971,"5,931",Quincy,Plumas County,"5,931",,,,,,,
95019,"5,891",Freedom,Santa Cruz County,"5,891",,,,,,,
95666,"5,885",Pioneer,Amador County,"5,885",,,,,,,
95626,"5,845",Elverta,Sacramento County,"5,845",,,,,,,
92861,"5,814",Villa Park,Orange County,"5,814",,,,,,,
93267,"5,811",Strathmore,Tulare County,"5,811",,,,,,,
95046,"5,801",San Martin,Santa Clara County,"5,801",,,,,,,
95467,"5,795",Hidden Valley Lake,Lake County,"5,795",,,,,,,
93615,"5,767",Cutler,Tulare County,"5,767",,,,,,,
95672,"5,744",Rescue,El Dorado County,"5,744",,,,,,,
93270,"5,711",Terra Bella,Tulare County,"5,711",,,,,,,
96073,"5,648",Palo Cedro,Shasta County,"5,648",,,,,,,
93256,"5,575",Pixley,Tulare County,"5,575",,,,,,,
92823,"5,495",Brea,Orange County,"5,495",,,,,,,
93240,"5,470",Lake Isabella,Kern County,"5,470",,,,,,,
92363,"5,447",Needles,San Bernardino County,"5,447",,,,,,,
93501,"5,404",Mojave,Kern County,"5,404",,,,,,,
93106,"5,369",Santa Barbara,Santa Barbara County,"5,369",,,,,,,
94720,"5,322",Berkeley,Alameda County,"5,322",,,,,,,
90290,"5,300",Topanga,Los Angeles County,"5,300",,,,,,,
95222,"5,236",Angels Camp,Calaveras County,"5,236",,,,,,,
92315,"5,228",Big Bear Lake,San Bernardino County,"5,228",,,,,,,
92590,"5,212",Temecula,Riverside County,"5,212",,,,,,,
92372,"5,208",Pinon Hills,San Bernardino County,"5,208",,,,,,,
92397,"5,059",Wrightwood,Los Angeles County,"5,059",,,,,,,
93225,"5,018",Frazier Park,Ventura County,"5,018",,,,,,,
95655,"4,954",Mather,Sacramento County,"4,954",,,,,,,
95249,"4,908",San Andreas,Calaveras County,"4,908",,,,,,,
95912,"4,908",Arbuckle,Colusa County,"4,908",,,,,,,
93675,"4,891",Squaw Valley,Fresno County,"4,891",,,,,,,
93609,"4,889",Caruthers,Fresno County,"4,889",,,,,,,
95692,"4,887",Wheatland,Yuba County,"4,887",,,,,,,
92382,"4,884",Running Springs,San Bernardino County,"4,884",,,,,,,
95231,"4,865",French Camp,San Joaquin County,"4,865",,,,,,,
92210,"4,832",Indian Wells,Riverside County,"4,832",,,,,,,
95722,"4,829",Meadow Vista,Placer County,"4,829",,,,,,,
96101,"4,824",Alturas,Modoc County,"4,824",,,,,,,
94005,"4,756",Brisbane,San Mateo County,"4,756",,,,,,,
93451,"4,751",San Miguel,Monterey County,"4,751",,,,,,,
95446,"4,709",Guerneville,Sonoma County,"4,709",,,,,,,
95685,"4,703",Sutter Creek,Amador County,"4,703",,,,,,,
96088,"4,703",Shingletown,Shasta County,"4,703",,,,,,,
95665,"4,693",Pine Grove,Amador County,"4,693",,,,,,,
96064,"4,690",Montague,Siskiyou County,"4,690",,,,,,,
95228,"4,648",Copperopolis,Calaveras County,"4,648",,,,,,,
93272,"4,548",Tipton,Tulare County,"4,548",,,,,,,
95236,"4,518",Linden,San Joaquin County,"4,518",,,,,,,
94304,"4,489",Palo Alto,Santa Clara County,"4,489",,,,,,,
95623,"4,488",El Dorado,El Dorado County,"4,488",,,,,,,
95614,"4,479",Cool,El Dorado County,"4,479",,,,,,,
95671,"4,478",Represa,Sacramento County,"4,478",,,,,,,
94111,"4,468",San Francisco,San Francisco County,"4,468",,,,,,,
95938,"4,451",Durham,Butte County,"4,451",,,,,,,
92003,"4,404",Bonsall,San Diego County,"4,404",,,,,,,
93235,"4,360",Ivanhoe,Tulare County,"4,360",,,,,,,
93202,"4,308",Armona,Kings County,"4,308",,,,,,,
91906,"4,281",Campo,San Diego County,"4,281",,,,,,,
96013,"4,212",Burney,Shasta County,"4,212",,,,,,,
90010,"4,185",Los Angeles,Los Angeles County,"4,185",,,,,,,
90089,"4,164",Los Angeles,Los Angeles County,"4,164",,,,,,,
92121,"4,150",San Diego,San Diego County,"4,150",,,,,,,
95627,"4,137",Esparto,Yolo County,"4,137",,,,,,,
96122,"4,121",Portola,Plumas County,"4,121",,,,,,,
96035,"4,097",Gerber,Tehama County,"4,097",,,,,,,
95917,"4,091",Biggs,Butte County,"4,091",,,,,,,
95321,"4,068",Groveland,Tuolumne County,"4,068",,,,,,,
95045,"4,063",San Juan Bautista,San Benito County,"4,063",,,,,,,
95247,"4,022",Murphys,Calaveras County,"4,022",,,,,,,
92369,"3,999",Patton,San Bernardino County,"3,999",,,,,,,
95237,"3,992",Lockeford,San Joaquin County,"3,992",,,,,,,
96093,"3,959",Weaverville,Trinity County,"3,959",,,,,,,
94129,"3,952",San Francisco,San Francisco County,"3,952",,,,,,,
93660,"3,921",San Joaquin,Fresno County,"3,921",,,,,,,
95461,"3,909",Middletown,Lake County,"3,909",,,,,,,
95004,"3,902",Aromas,Monterey County,"3,902",,,,,,,
95258,"3,885",Woodbridge,San Joaquin County,"3,885",,,,,,,
95365,"3,882",Planada,Merced County,"3,882",,,,,,,
95634,"3,878",Georgetown,El Dorado County,"3,878",,,,,,,
94535,"3,873",Travis Afb,Solano County,"3,873",,,,,,,
93523,"3,867",Edwards,Kern County,"3,867",,,,,,,
95328,"3,856",Keyes,Stanislaus County,"3,856",,,,,,,
95379,"3,828",Tuolumne,Tuolumne County,"3,828",,,,,,,
90704,"3,822",Avalon,Los Angeles County,"3,822",,,,,,,
92539,"3,760",Anza,Riverside County,"3,760",,,,,,,
96055,"3,760",Los Molinos,Tehama County,"3,760",,,,,,,
93437,"3,681",Lompoc,Santa Barbara County,"3,681",,,,,,,
93581,"3,611",Tehachapi,Kern County,"3,611",,,,,,,
94525,"3,599",Crockett,Contra Costa County,"3,599",,,,,,,
92278,"3,574",Twentynine Palms,San Bernardino County,"3,574",,,,,,,
94951,"3,574",Penngrove,Sonoma County,"3,574",,,,,,,
92549,"3,535",Idyllwild,Riverside County,"3,535",,,,,,,
96041,"3,511",Hayfork,Trinity County,"3,511",,,,,,,
94599,"3,428",Yountville,Napa County,"3,428",,,,,,,
94018,"3,423",El Granada,San Mateo County,"3,423",,,,,,,
93953,"3,416",Pebble Beach,Monterey County,"3,416",,,,,,,
95383,"3,415",Twain Harte,Tuolumne County,"3,415",,,,,,,
94508,"3,406",Angwin,Napa County,"3,406",,,,,,,
95562,"3,396",Rio Dell,Humboldt County,"3,396",,,,,,,
92256,"3,387",Morongo Valley,San Bernardino County,"3,387",,,,,,,
95423,"3,322",Clearlake Oaks,Lake County,"3,322",,,,,,,
95053,"3,317",Santa Clara,Santa Clara County,"3,317",,,,,,,
95633,"3,305",Garden Valley,El Dorado County,"3,305",,,,,,,
95458,"3,303",Lucerne,Lake County,"3,303",,,,,,,
92661,"3,300",Newport Beach,Orange County,"3,300",,,,,,,
95536,"3,258",Ferndale,Humboldt County,"3,258",,,,,,,
95457,"3,252",Lower Lake,Lake County,"3,252",,,,,,,
92004,"3,200",Borrego Springs,San Diego County,"3,200",,,,,,,
93265,"3,194",Springville,Tulare County,"3,194",,,,,,,
94038,"3,165",Moss Beach,San Mateo County,"3,165",,,,,,,
95333,"3,157",Le Grand,Merced County,"3,157",,,,,,,
94130,"3,136",San Francisco,San Francisco County,"3,136",,,,,,,
96143,"3,130",Kings Beach,Placer County,"3,130",,,,,,,
93643,"3,115",North Fork,Madera County,"3,115",,,,,,,
95982,"3,084",Sutter,Sutter County,"3,084",,,,,,,
96145,"3,081",Tahoe City,Placer County,"3,081",,,,,,,
92036,"3,075",Julian,San Diego County,"3,075",,,,,,,
90058,"3,049",Los Angeles,Los Angeles County,"3,049",,,,,,,
93602,"3,038",Auberry,Fresno County,"3,038",,,,,,,
92179,"3,031",San Diego,San Diego County,"3,031",,,,,,,
96137,"2,949",Westwood,Lassen County,"2,949",,,,,,,
93430,"2,941",Cayucos,San Luis Obispo County,"2,941",,,,,,,
96114,"2,927",Janesville,Lassen County,"2,927",,,,,,,
95684,"2,913",Somerset,El Dorado County,"2,913",,,,,,,
95485,"2,909",Upper Lake,Lake County,"2,909",,,,,,,
95542,"2,862",Garberville,Humboldt County,"2,862",,,,,,,
93650,"2,844",Fresno,Fresno County,"2,844",,,,,,,
95245,"2,813",Mokelumne Hill,Calaveras County,"2,813",,,,,,,
92145,"2,810",San Diego,San Diego County,"2,810",,,,,,,
92140,"2,807",San Diego,San Diego County,"2,807",,,,,,,
93066,"2,805",Somis,Ventura County,"2,805",,,,,,,
90021,"2,781",Los Angeles,Los Angeles County,"2,781",,,,,,,
95428,"2,775",Covelo,Mendocino County,"2,775",,,,,,,
93532,"2,768",Lake Hughes,Los Angeles County,"2,768",,,,,,,
92285,"2,726",Landers,San Bernardino County,"2,726",,,,,,,
91330,"2,699",Northridge,Los Angeles County,"2,699",,,,,,,
93242,"2,683",Laton,Fresno County,"2,683",,,,,,,
95546,"2,666",Hoopa,Humboldt County,"2,666",,,,,,,
95663,"2,659",Penryn,Placer County,"2,659",,,,,,,
90067,"2,653",Los Angeles,Los Angeles County,"2,653",,,,,,,
94037,"2,649",Montara,San Mateo County,"2,649",,,,,,,
96032,"2,606",Fort Jones,Siskiyou County,"2,606",,,,,,,
93944,"2,605",Monterey,Monterey County,"2,605",,,,,,,
96020,"2,593",Chester,Plumas County,"2,593",,,,,,,
95442,"2,592",Glen Ellen,Sonoma County,"2,592",,,,,,,
93409,"2,591",San Luis Obispo,San Luis Obispo County,"2,591",,,,,,,
93516,"2,583",Boron,Kern County,"2,583",,,,,,,
93626,"2,583",Friant,Madera County,"2,583",,,,,,,
92536,"2,569",Aguanga,Riverside County,"2,569",,,,,,,
96052,"2,538",Lewiston,Trinity County,"2,538",,,,,,,
91962,"2,528",Pine Valley,San Diego County,"2,528",,,,,,,
95570,"2,523",Trinidad,Humboldt County,"2,523",,,,,,,
95951,"2,522",Hamilton City,Glenn County,"2,522",,,,,,,
95669,"2,514",Plymouth,Amador County,"2,514",,,,,,,
95223,"2,470",Arnold,Alpine County,"2,470",,,,,,,
93921,"2,469",Carmel By The Sea,Monterey County,"2,469",,,,,,,
95464,"2,466",Nice,Lake County,"2,466",,,,,,,
93285,"2,465",Wofford Heights,Kern County,"2,465",,,,,,,
93283,"2,416",Weldon,Kern County,"2,416",,,,,,,
93271,"2,398",Three Rivers,Tulare County,"2,398",,,,,,,
95329,"2,394",La Grange,Tuolumne County,"2,394",,,,,,,
92365,"2,393",Newberry Springs,San Bernardino County,"2,393",,,,,,,
95460,"2,349",Mendocino,Mendocino County,"2,349",,,,,,,
92662,"2,346",Newport Beach,Orange County,"2,346",,,,,,,
93205,"2,320",Bodfish,Kern County,"2,320",,,,,,,
96025,"2,247",Dunsmuir,Siskiyou County,"2,247",,,,,,,
95638,"2,246",Herald,Sacramento County,"2,246",,,,,,,
92281,"2,238",Westmorland,Imperial County,"2,238",,,,,,,
96134,"2,236",Tulelake,Modoc County,"2,236",,,,,,,
95311,"2,182",Coulterville,Mariposa County,"2,182",,,,,,,
92391,"2,177",Twin Peaks,San Bernardino County,"2,177",,,,,,,
96113,"2,164",Herlong,Lassen County,"2,164",,,,,,,
93616,"2,163",Del Rey,Fresno County,"2,163",,,,,,,
95113,"2,161",San Jose,Santa Clara County,"2,161",,,,,,,
93453,"2,096",Santa Margarita,San Luis Obispo County,"2,096",,,,,,,
94957,"2,081",Ross,Marin County,"2,081",,,,,,,
92386,"2,064",Sugarloaf,San Bernardino County,"2,064",,,,,,,
92401,"2,060",San Bernardino,San Bernardino County,"2,060",,,,,,,
94964,"2,054",San Quentin,Marin County,"2,054",,,,,,,
92093,"2,044",La Jolla,San Diego County,"2,044",,,,,,,
92230,"2,039",Cabazon,Riverside County,"2,039",,,,,,,
93222,"2,036",Pine Mountain Club,Kern County,"2,036",,,,,,,
94020,"2,030",La Honda,San Mateo County,"2,030",,,,,,,
94514,"2,023",Byron,Contra Costa County,"2,023",,,,,,,
95445,"2,012",Gualala,Mendocino County,"2,012",,,,,,,
95567,"2,001",Smith River,Del Norte County,"2,001",,,,,,,
93249,"1,996",Lost Hills,Kern County,"1,996",,,,,,,
94511,"1,993",Bethel Island,Contra Costa County,"1,993",,,,,,,
92283,"1,967",Winterhaven,Imperial County,"1,967",,,,,,,
95389,"1,963",Yosemite National Park,Mariposa County,"1,963",,,,,,,
95703,"1,955",Applegate,Placer County,"1,955",,,,,,,
92676,"1,952",Silverado,Orange County,"1,952",,,,,,,
95002,"1,920",Alviso,Santa Clara County,"1,920",,,,,,,
93667,"1,909",Tollhouse,Fresno County,"1,909",,,,,,,
96027,"1,907",Etna,Siskiyou County,"1,907",,,,,,,
93261,"1,889",Richgrove,Tulare County,"1,889",,,,,,,
95903,"1,868",Beale Afb,Yuba County,"1,868",,,,,,,
93562,"1,867",Trona,San Bernardino County,"1,867",,,,,,,
95310,"1,849",Columbia,Tuolumne County,"1,849",,,,,,,
93040,"1,838",Piru,Ventura County,"1,838",,,,,,,
90639,"1,833",La Mirada,Los Angeles County,"1,833",,,,,,,
91916,"1,833",Descanso,San Diego County,"1,833",,,,,,,
95468,"1,822",Point Arena,Mendocino County,"1,822",,,,,,,
